Group,Comparison,SIMPER,OTU,krusk_p.val,fdr_krusk_p.val,Taxonomy,Left.mean.abund,Left.stdev,Right.mean.abund,Right.stdev
All,Low Fat_High Fat,0.070295888,Otu00001,0.111126161,0.27871158,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.107898618,0.099138203,0.063530323,0.079899
All,Low Fat_High Fat,0.057844021,Otu00007,0.029767035,0.093510585,Verrucomicrobia - Verrucomicrobiae - Verrucomicrobiales - Verrucomicrobiaceae - Akkermansia,0.079931425,0.102879136,0.013327684,0.022651115
All,Low Fat_High Fat,0.052185876,Otu00002,0.002367308,0.012478521,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidaceae - Bacteroides,0.009959929,0.01132593,0.079453501,0.083065779
All,Low Fat_High Fat,0.042649437,Otu00006,0.375825495,0.605604813,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.040754494,0.056497571,0.036993495,0.075618479
All,Low Fat_High Fat,0.040188464,Otu00004,9.56E-07,3.77E-05,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.021506538,0.015911044,0.078046826,0.035839229
All,Low Fat_High Fat,0.038782705,Otu00008,0.001541811,0.009221216,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.059466436,0.05452873,0.018515774,0.029872434
All,Low Fat_High Fat,0.035787621,Otu00011,0.548390724,0.740783229,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.039062025,0.036998116,0.032921257,0.058068352
All,Low Fat_High Fat,0.032203399,Otu00005,0.692970312,0.81301634,Tenericutes - Mollicutes - Anaeroplasmatales - Anaeroplasmataceae - Anaeroplasma,0.027688828,0.028268022,0.045990196,0.058645455
All,Low Fat_High Fat,0.032185275,Otu00013,0.275183514,0.515554655,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.026545928,0.044644044,0.031698953,0.058732281
All,Low Fat_High Fat,0.030436653,Otu00023,0.079169353,0.20690478,Firmicutes - Clostridia - Clostridiales - Ruminococcaceae - Ruminiclostridium,0.042599276,0.056715568,0.005145522,0.010008542
All,Low Fat_High Fat,0.028873202,Otu00009,0.043375265,0.128417535,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.027020121,0.052365171,0.019112856,0.066104668
All,Low Fat_High Fat,0.026997029,Otu00012,0.003200045,0.015797046,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_unclassified,0.002256258,0.003067706,0.039085252,0.041285205
All,Low Fat_Saccharin,0.069808685,Otu00001,0.556884052,0.740783229,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_unclassified,0.107898618,0.099138203,0.084863498,0.079592034
All,Low Fat_Saccharin,0.064574951,Otu00002,3.97E-06,0.000112373,Firmicutes - Bacilli - Lactobacillales - Streptococcaceae - Lactococcus,0.009959929,0.01132593,0.099411156,0.096210667
All,Low Fat_Saccharin,0.058133576,Otu00007,0.008546,0.034516959,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_NK4A136_group,0.079931425,0.102879136,0.011241551,0.025000581
All,Low Fat_Saccharin,0.04359963,Otu00005,0.781157411,0.870752527,Firmicutes - Clostridia - Clostridiales - Ruminococcaceae - Oscillibacter,0.027688828,0.028268022,0.061371521,0.096040223
All,Low Fat_Saccharin,0.039789354,Otu00008,0.013754113,0.051360754,Firmicutes - Clostridia - Clostridiales - Clostridiales_vadinBB60_group - Clostridiales_vadinBB60_group_ge,0.059466436,0.05452873,0.02663524,0.039767746
All,Low Fat_Saccharin,0.038990758,Otu00006,0.679006069,0.805995753,Firmicutes - Bacilli - Lactobacillales - Lactobacillaceae - Lactobacillus,0.040754494,0.056497571,0.031915497,0.060733252
All,Low Fat_Saccharin,0.038042787,Otu00004,0.000125529,0.002054712,Firmicutes - Clostridia - Clostridiales - Ruminococcaceae - Ruminiclostridium_9,0.021506538,0.015911044,0.070710101,0.042603667
All,Low Fat_Saccharin,0.030544738,Otu00023,0.043371556,0.128417535,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_unclassified,0.042599276,0.056715568,0.003200264,0.006357277
All,Low Fat_Saccharin,0.029018449,Otu00011,0.337082704,0.566663357,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.039062025,0.036998116,0.023058532,0.036304222
All,Low Fat_Saccharin,0.027322702,Otu00009,0.879164803,0.920606915,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_NK4A136_group,0.027020121,0.052365171,0.023657532,0.031273334
All,Low Fat_Saccharin,0.02474589,Otu00010,2.89E-05,0.000642496,Bacteroidetes - Bacteroidia - Bacteroidales - Rikenellaceae - Alistipes,0.007956106,0.00544317,0.041586331,0.033793962
All,Low Fat_Saccharin,0.024493263,Otu00013,0.585702436,0.755823475,Firmicutes - Clostridia - Clostridiales - Ruminococcaceae - Ruminococcaceae_unclassified,0.026545928,0.044644044,0.016829506,0.032509714
All,Low Fat_Stevia,0.068237004,Otu00001,0.158006513,0.366716609,Firmicutes - Clostridia - Clostridiales - Clostridiales_vadinBB60_group - Clostridiales_vadinBB60_group_ge,0.107898618,0.099138203,0.060393679,0.066754904
All,Low Fat_Stevia,0.059066803,Otu00007,0.674187302,0.804863408,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_unclassified,0.079931425,0.102879136,0.022347758,0.024870169
All,Low Fat_Stevia,0.041661814,Otu00008,0.013872358,0.051360754,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_unclassified,0.059466436,0.05452873,0.028799242,0.046377912
All,Low Fat_Stevia,0.039512422,Otu00002,0.000426197,0.003787068,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_NK4A136_group,0.009959929,0.01132593,0.061688355,0.057782704
All,Low Fat_Stevia,0.039072222,Otu00006,0.485312789,0.702010592,Firmicutes - Clostridia - Clostridiales - Ruminococcaceae - Ruminococcaceae_ge,0.040754494,0.056497571,0.032631981,0.058685636
All,Low Fat_Stevia,0.034990342,Otu00013,0.16802768,0.381086202,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_NK4A136_group,0.026545928,0.044644044,0.037834409,0.061622936
All,Low Fat_Stevia,0.032716771,Otu00009,0.71103783,0.821481057,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.027020121,0.052365171,0.031331648,0.059113073
All,Low Fat_Stevia,0.030948692,Otu00014,0.000466532,0.004029257,Firmicutes - Clostridia - Clostridiales - Ruminococcaceae - Anaerotruncus,0,0,0.043531457,0.04886613
All,Low Fat_Stevia,0.030534366,Otu00023,0.020834422,0.069672099,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_NK4A136_group,0.042599276,0.056715568,0.001960294,0.00473109
All,Low Fat_Stevia,0.030301643,Otu00005,0.690499528,0.81301634,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_NK4A136_group,0.027688828,0.028268022,0.03936562,0.063595972
All,Low Fat_Stevia,0.030265285,Otu00004,0.000140347,0.002078472,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_unclassified,0.021506538,0.015911044,0.061807705,0.034338763
All,Low Fat_Stevia,0.027941028,Otu00011,0.117102154,0.286761967,Proteobacteria - Betaproteobacteria - Burkholderiales - Alcaligenaceae - Parasutterella,0.039062025,0.036998116,0.017495816,0.031311692
All,Low Fat_Stevia,0.027895468,Otu00012,0.023434444,0.077533109,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_NK4A136_group,0.002256258,0.003067706,0.039796019,0.041366222
All,High Fat_Saccharin,0.076766171,Otu00002,0.248107811,0.473584464,Firmicutes - Clostridia - Clostridiales - Ruminococcaceae - Oscillibacter,0.079453501,0.083065779,0.099411156,0.096210667
All,High Fat_Saccharin,0.067873338,Otu00001,0.313725523,0.55123524,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_NK4A136_group,0.063530323,0.079899,0.084863498,0.079592034
All,High Fat_Saccharin,0.057763623,Otu00005,0.987376114,0.990561198,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.045990196,0.058645455,0.061371521,0.096040223
All,High Fat_Saccharin,0.044728128,Otu00006,0.571689358,0.744253617,Firmicutes - Clostridia - Clostridiales - Ruminococcaceae - Ruminiclostridium,0.036993495,0.075618479,0.031915497,0.060733252
All,High Fat_Saccharin,0.035292198,Otu00004,0.438165138,0.660005287,Firmicutes - Clostridia - Clostridiales - Peptococcaceae - uncultured,0.078046826,0.035839229,0.070710101,0.042603667
All,High Fat_Saccharin,0.034921056,Otu00012,0.63308962,0.784425784,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_NK4A136_group,0.039085252,0.041285205,0.034410317,0.041875423
All,High Fat_Saccharin,0.03445207,Otu00011,0.947892074,0.966539132,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - uncultured,0.032921257,0.058068352,0.023058532,0.036304222
All,High Fat_Saccharin,0.031492777,Otu00013,0.554058085,0.740783229,Firmicutes - Clostridia - Clostridiales - Ruminococcaceae - Ruminiclostridium_9,0.031698953,0.058732281,0.016829506,0.032509714
All,High Fat_Saccharin,0.029472111,Otu00009,0.04765957,0.135982809,Bacteroidetes - Bacteroidia - Bacteroidales - Rikenellaceae - Alistipes,0.019112856,0.066104668,0.023657532,0.031273334
All,High Fat_Saccharin,0.027848807,Otu00003,0.016172558,0.057167191,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.068127184,0.030193242,0.04591114,0.024543078
All,High Fat_Saccharin,0.02731145,Otu00010,0.410401947,0.631856463,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_unclassified,0.034947911,0.029253673,0.041586331,0.033793962
All,High Fat_Saccharin,0.026293346,Otu00008,0.571950529,0.744253617,Firmicutes - Erysipelotrichia - Erysipelotrichales - Erysipelotrichaceae - Erysipelotrichaceae_unclassified,0.018515774,0.029872434,0.02663524,0.039767746
All,High Fat_Stevia,0.06239892,Otu00002,0.795763391,0.877597215,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Tyzzerella,0.079453501,0.083065779,0.061688355,0.057782704
All,High Fat_Stevia,0.059714357,Otu00001,0.805864024,0.882477857,Firmicutes - Clostridia - Clostridiales - Ruminococcaceae - Ruminiclostridium,0.063530323,0.079899,0.060393679,0.066754904
All,High Fat_Stevia,0.04536503,Otu00006,0.861859822,0.905750428,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_NK4A136_group,0.036993495,0.075618479,0.032631981,0.058685636
All,High Fat_Stevia,0.045337326,Otu00005,0.468546659,0.687349108,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_NK4A136_group,0.045990196,0.058645455,0.03936562,0.063595972
All,High Fat_Stevia,0.042653432,Otu00013,0.88701068,0.925705776,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Acetatifactor,0.031698953,0.058732281,0.037834409,0.061622936
All,High Fat_Stevia,0.037700837,Otu00014,0.530699784,0.729074514,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.032228485,0.038085832,0.043531457,0.04886613
All,High Fat_Stevia,0.035620873,Otu00009,0.170648167,0.381086202,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.019112856,0.066104668,0.031331648,0.059113073
All,High Fat_Stevia,0.035543017,Otu00012,0.794313264,0.877597215,Firmicutes - Clostridia - Clostridiales - Clostridiales_vadinBB60_group - Clostridiales_vadinBB60_group_ge,0.039085252,0.041285205,0.039796019,0.041366222
All,High Fat_Stevia,0.032785856,Otu00004,0.128978043,0.310334706,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - uncultured,0.078046826,0.035839229,0.061807705,0.034338763
All,High Fat_Stevia,0.032688487,Otu00011,0.380111936,0.609354701,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnoclostridium,0.032921257,0.058068352,0.017495816,0.031311692
All,High Fat_Stevia,0.031864705,Otu00010,0.717098132,0.822942874,Firmicutes - Clostridia - Clostridiales - Clostridiales_vadinBB60_group - Clostridiales_vadinBB60_group_ge,0.034947911,0.029253673,0.044373862,0.042209194
All,High Fat_Stevia,0.028880838,Otu00008,0.391616886,0.61360202,Firmicutes - Clostridia - Clostridiales - Ruminococcaceae - Anaerotruncus,0.018515774,0.029872434,0.028799242,0.046377912
All,Saccharin_Stevia,0.067308134,Otu00002,0.201632623,0.429486771,Firmicutes - Clostridia - Clostridiales - Clostridiales_unclassified - Clostridiales_unclassified,0.099411156,0.096210667,0.061688355,0.057782704
All,Saccharin_Stevia,0.064171208,Otu00001,0.346940263,0.570891121,Firmicutes - Erysipelotrichia - Erysipelotrichales - Erysipelotrichaceae - Turicibacter,0.084863498,0.079592034,0.060393679,0.066754904
All,Saccharin_Stevia,0.056104606,Otu00005,0.641311822,0.790326027,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_unclassified,0.061371521,0.096040223,0.03936562,0.063595972
All,Saccharin_Stevia,0.040301565,Otu00006,0.542115478,0.736235431,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_unclassified,0.031915497,0.060733252,0.032631981,0.058685636
All,Saccharin_Stevia,0.035153402,Otu00013,0.519472329,0.729074514,Firmicutes - Clostridia - Clostridiales - Ruminococcaceae - Ruminiclostridium_6,0.016829506,0.032509714,0.037834409,0.061622936
All,Saccharin_Stevia,0.035022655,Otu00012,0.700605721,0.81301634,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_unclassified,0.034410317,0.041875423,0.039796019,0.041366222
All,Saccharin_Stevia,0.034692195,Otu00004,0.534498358,0.729074514,Firmicutes - Clostridia - Clostridiales - Clostridiales_vadinBB60_group - Clostridiales_vadinBB60_group_ge,0.070710101,0.042603667,0.061807705,0.034338763
All,Saccharin_Stevia,0.034623485,Otu00014,0.184299142,0.400818413,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.015912889,0.017951734,0.043531457,0.04886613
All,Saccharin_Stevia,0.032657,Otu00009,0.618519589,0.772528483,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_unclassified,0.023657532,0.031273334,0.031331648,0.059113073
All,Saccharin_Stevia,0.032608741,Otu00010,0.849456816,0.901641877,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_NK4A136_group,0.041586331,0.033793962,0.044373862,0.042209194
All,Saccharin_Stevia,0.032164227,Otu00008,0.800535533,0.879740462,Firmicutes - Clostridia - Clostridiales - Ruminococcaceae - Ruminococcaceae_unclassified,0.02663524,0.039767746,0.028799242,0.046377912
All,Saccharin_Stevia,0.025877136,Otu00003,0.116354853,0.286761967,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.04591114,0.024543078,0.062220396,0.031423949
All,Pre-treatment_Post-treatment,0.065781638,Otu00001,0.017237191,0.060233329,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_unclassified,0.074074034,0.108585402,0.086908189,0.048156509
All,Pre-treatment_Post-treatment,0.05584505,Otu00002,0.603876961,0.763437947,Firmicutes - Clostridia - Clostridiales - Clostridiales_vadinBB60_group - Clostridiales_vadinBB60_group_ge,0.034660103,0.030474791,0.087722566,0.09692214
All,Pre-treatment_Post-treatment,0.046211078,Otu00005,7.27E-09,5.65E-07,Firmicutes - Erysipelotrichia - Erysipelotrichales - Erysipelotrichaceae - Erysipelatoclostridium,0.076391193,0.078521856,0.010168179,0.014651544
All,Pre-treatment_Post-treatment,0.041954174,Otu00006,0.008536566,0.034516959,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnoclostridium,0.061735758,0.074666185,0.009863226,0.02908604
All,Pre-treatment_Post-treatment,0.037415145,Otu00008,2.06E-08,1.28E-06,Tenericutes - Mollicutes - Mollicutes_RF9 - Mollicutes_RF9_fa - Mollicutes_RF9_ge,0.05735365,0.046714177,0.01105843,0.031418691
All,Pre-treatment_Post-treatment,0.036024552,Otu00007,0.009179316,0.03659958,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_NK4A136_group,0.024169318,0.059694154,0.042453984,0.067683008
All,Pre-treatment_Post-treatment,0.035147354,Otu00004,0.005488532,0.024738167,Tenericutes - Mollicutes - Mollicutes_RF9 - Mollicutes_RF9_fa - Mollicutes_RF9_ge,0.0396995,0.015541288,0.074097131,0.048509115
All,Pre-treatment_Post-treatment,0.035003304,Otu00012,1.81E-09,1.87E-07,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_NK4A136_group,0.001885242,0.003009949,0.053803138,0.039362065
All,Pre-treatment_Post-treatment,0.034665284,Otu00013,0.208969573,0.433263582,Firmicutes - Clostridia - Clostridiales - Peptostreptococcaceae - Romboutsia,0.051914992,0.06146653,0.003912268,0.007186868
All,Pre-treatment_Post-treatment,0.031336475,Otu00011,0.016175925,0.057167191,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - uncultured,0.047929897,0.048704204,0.00953704,0.021338971
All,Pre-treatment_Post-treatment,0.028957446,Otu00014,8.78E-10,1.37E-07,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_unclassified,0,0,0.043418001,0.03842079
All,Pre-treatment_Post-treatment,0.028173433,Otu00010,3.11E-06,9.66E-05,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.011847534,0.010108397,0.050561362,0.036438968
All,Male_Female,0.065727247,Otu00001,0.387602887,0.612457072,Firmicutes - Clostridia - Clostridiales - Clostridiales_vadinBB60_group - Clostridiales_vadinBB60_group_ge,0.070209553,0.07820027,0.09077267,0.088666826
All,Male_Female,0.056402484,Otu00002,0.188845583,0.407854001,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_unclassified,0.045050659,0.057700215,0.07733201,0.088912346
All,Male_Female,0.052187051,Otu00006,5.06E-11,1.57E-08,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Coprococcus_1,5.82E-05,0.000167034,0.071540756,0.071951066
All,Male_Female,0.044138915,Otu00005,0.20706003,0.433263582,Firmicutes - Clostridia - Clostridiales - Ruminococcaceae - Anaerotruncus,0.062722988,0.083010405,0.023836383,0.03110192
All,Male_Female,0.039295829,Otu00007,0.332338217,0.561723834,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_unclassified,0.032528046,0.074787146,0.034095256,0.052172232
All,Male_Female,0.038452353,Otu00013,3.59E-05,0.000744195,Firmicutes - Clostridia - Clostridiales - Ruminococcaceae - Ruminiclostridium,0.05296873,0.060521724,0.002858531,0.00778249
All,Male_Female,0.0380622,Otu00008,0.010427248,0.041049038,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_unclassified,0.014026839,0.01992172,0.05438524,0.055109403
All,Male_Female,0.033394859,Otu00011,2.40E-06,8.30E-05,Actinobacteria - Coriobacteriia - Coriobacteriales - Coriobacteriaceae - Adlercreutzia,0.012606993,0.030379482,0.044859945,0.046126067
All,Male_Female,0.032735245,Otu00004,0.239110842,0.473584464,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_UCG-001,0.060366125,0.036616733,0.053430506,0.042867745
All,Male_Female,0.030860985,Otu00009,0.316866925,0.553627042,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Roseburia,0.038315173,0.068706024,0.012006377,0.023378549
All,Male_Female,0.028120206,Otu00012,0.234386282,0.470284733,Firmicutes - Clostridia - Clostridiales - Ruminococcaceae - Anaerotruncus,0.026027773,0.036558155,0.029660608,0.040017328
All,Male_Female,0.02635886,Otu00003,0.004948101,0.023316054,Firmicutes - Clostridia - Clostridiales - Family_XIII - Family_XIII_ge,0.066889238,0.033665519,0.046931804,0.025684209
Pre,Low Fat_High Fat,0.111895688,Otu00001,0.251071195,0.476116718,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.106934657,0.134523338,0.057251324,0.114182811
Pre,Low Fat_High Fat,0.07561499,Otu00006,1,1,Verrucomicrobia - Verrucomicrobiae - Verrucomicrobiales - Verrucomicrobiaceae - Akkermansia,0.048681388,0.064397564,0.07165183,0.097066583
Pre,Low Fat_High Fat,0.061189515,Otu00013,0.894641928,0.930547289,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidaceae - Bacteroides,0.049083854,0.054261152,0.059605048,0.07459827
Pre,Low Fat_High Fat,0.057676637,Otu00005,0.094022045,0.239679147,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.037260338,0.028763812,0.0838579,0.063598775
Pre,Low Fat_High Fat,0.057665078,Otu00011,0.402411972,0.62263743,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.045103043,0.043442503,0.065375134,0.069248093
Pre,Low Fat_High Fat,0.057566558,Otu00007,0.322351566,0.559671438,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.058235949,0.102558928,0.011179856,0.022560401
Pre,Low Fat_High Fat,0.055511169,Otu00009,0.24659678,0.473584464,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.037591262,0.068701063,0.03122807,0.093684211
Pre,Low Fat_Saccharin,0.108230582,Otu00001,0.675464147,0.804863408,Tenericutes - Mollicutes - Anaeroplasmatales - Anaeroplasmataceae - Anaeroplasma,0.106934657,0.134523338,0.071688555,0.098947094
Pre,Low Fat_Saccharin,0.084708822,Otu00005,0.072448014,0.195924628,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.037260338,0.028763812,0.115047414,0.114382312
Pre,Low Fat_Saccharin,0.064268119,Otu00006,0.560848072,0.742228725,Firmicutes - Clostridia - Clostridiales - Ruminococcaceae - Ruminiclostridium,0.048681388,0.064397564,0.063421943,0.074860586
Pre,Low Fat_Saccharin,0.056487518,Otu00007,0.170899356,0.381086202,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.058235949,0.102558928,0.01055645,0.031669351
Pre,Low Fat_Saccharin,0.050126187,Otu00008,0.414216178,0.634587347,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_unclassified,0.079279403,0.053141211,0.053212368,0.042087144
Pre,Low Fat_Saccharin,0.046306988,Otu00013,0.507865941,0.721216017,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_unclassified,0.049083854,0.054261152,0.031214506,0.042133095
Pre,Low Fat_Saccharin,0.040505868,Otu00011,0.834114953,0.8944721,Firmicutes - Bacilli - Lactobacillales - Streptococcaceae - Lactococcus,0.045103043,0.043442503,0.045476616,0.040859423
Pre,Low Fat_Saccharin,0.036844819,Otu00021,0.924798272,0.950371486,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_NK4A136_group,0.012543307,0.02659529,0.035115925,0.066184108
Pre,Low Fat_Stevia,0.109869425,Otu00001,0.521452381,0.729074514,Firmicutes - Clostridia - Clostridiales - Ruminococcaceae - Oscillibacter,0.106934657,0.134523338,0.054607467,0.085151057
Pre,Low Fat_Stevia,0.066834201,Otu00006,0.925924631,0.950371486,Firmicutes - Clostridia - Clostridiales - Clostridiales_vadinBB60_group - Clostridiales_vadinBB60_group_ge,0.048681388,0.064397564,0.06500118,0.070604239
Pre,Low Fat_Stevia,0.065968315,Otu00013,0.342497626,0.56880562,Firmicutes - Bacilli - Lactobacillales - Lactobacillaceae - Lactobacillus,0.049083854,0.054261152,0.070090647,0.075501788
Pre,Low Fat_Stevia,0.060740612,Otu00009,0.919500888,0.950049091,Firmicutes - Clostridia - Clostridiales - Ruminococcaceae - Ruminiclostridium_9,0.037591262,0.068701063,0.046869437,0.081290616
Pre,Low Fat_Stevia,0.059493824,Otu00007,0.961076611,0.971028534,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_unclassified,0.058235949,0.102558928,0.011513648,0.016411462
Pre,Low Fat_Stevia,0.056895123,Otu00008,0.328383214,0.560176403,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.079279403,0.053141211,0.057467765,0.052253643
Pre,Low Fat_Stevia,0.054191001,Otu00005,0.374259319,0.605604813,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_NK4A136_group,0.037260338,0.028763812,0.073416468,0.077454305
Pre,High Fat_Saccharin,0.09041296,Otu00005,0.75727775,0.853309348,Bacteroidetes - Bacteroidia - Bacteroidales - Rikenellaceae - Alistipes,0.0838579,0.063598775,0.115047414,0.114382312
Pre,High Fat_Saccharin,0.089295002,Otu00001,0.299124727,0.53489805,Firmicutes - Clostridia - Clostridiales - Ruminococcaceae - Ruminococcaceae_unclassified,0.057251324,0.114182811,0.071688555,0.098947094
Pre,High Fat_Saccharin,0.080624663,Otu00006,0.616646474,0.772528483,Firmicutes - Clostridia - Clostridiales - Clostridiales_vadinBB60_group - Clostridiales_vadinBB60_group_ge,0.07165183,0.097066583,0.063421943,0.074860586
Pre,High Fat_Saccharin,0.058346775,Otu00013,0.497401878,0.712866286,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_unclassified,0.059605048,0.07459827,0.031214506,0.042133095
Pre,High Fat_Saccharin,0.05706074,Otu00011,0.471813563,0.688892104,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_unclassified,0.065375134,0.069248093,0.045476616,0.040859423
Pre,High Fat_Saccharin,0.05436624,Otu00021,0.695699529,0.81301634,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_NK4A136_group,0.036595394,0.082836971,0.035115925,0.066184108
